name,ingredients,category
"Cranberry juice cocktail, bottled",N/A,Cranberry juice cocktail
"Beverages, tea, black, ready to drink",N/A,Beverages
"Alcoholic beverage, beer, light, higher alcohol",N/A,Alcoholic beverage
"Beverages, AMBER, hard cider",N/A,Beverages
"Alcoholic beverages, beer, higher alcohol",N/A,Alcoholic beverages
"Alcoholic beverages, wine, rose",N/A,Alcoholic beverages
"Beverages, tea, green, brewed, decaffeinated",N/A,Beverages
"Beverages, tea, green, ready to drink, unsweetened",N/A,Beverages
"Beverages, citrus fruit juice drink, frozen concentrate",N/A,Beverages
"Beverages, Fruit punch drink, with added nutrients, canned",N/A,Beverages
"Beverages, coffee, instant, vanilla, sweetened, decaffeinated, with non dairy creamer",N/A,Beverages
"Beverages, Tropical Punch, ready-to-drink",N/A,Beverages
"Beverages, tea, green, brewed, regular",N/A,Beverages
"Beverages, tea, black, ready to drink, decaffeinated, diet",N/A,Beverages
"Beverages, tea, black, ready to drink, decaffeinated",N/A,Beverages
"Lemonade, frozen concentrate, white",N/A,Lemonade
"Beverages, lemonade-flavor drink, powder",N/A,Beverages
"Malt beverage, includes non-alcoholic beer",N/A,Malt beverage
"Beverages, Malted drink mix, natural, powder, dairy based.",N/A,Beverages
"Beverages, OVALTINE, chocolate malt powder",N/A,Beverages
"Shake, fast food, vanilla",N/A,Shake
"Strawberry-flavor beverage mix, powder",N/A,Strawberry-flavor beverage mix
"Beverages, tea, black, brewed, prepared with tap water, decaffeinated",N/A,Beverages
"Beverages, tea, instant, decaffeinated, unsweetened",N/A,Beverages
"Beverages, tea, black, brewed, prepared with tap water",N/A,Beverages
"Beverages, tea, instant, decaffeinated, lemon, diet",N/A,Beverages
"Beverages, tea, instant, unsweetened, powder",N/A,Beverages
"Beverages, tea, instant, lemon, unsweetened",N/A,Beverages
"Beverages, tea, instant, lemon, sweetened, powder",N/A,Beverages
"Beverages, tea, instant, lemon, diet",N/A,Beverages
"Beverages, tea, herb, other than chamomile, brewed",N/A,Beverages
"Beverages, orange-flavor drink, breakfast type, powder",N/A,Beverages
"Beverages, water, tap, drinking",N/A,Beverages
"Alcoholic beverage, liqueur, coffee, 53 proof",N/A,Alcoholic beverage
"Alcoholic beverage, liqueur, coffee with cream, 34 proof",N/A,Alcoholic beverage
"Beverages, carbonated, low calorie, cola or pepper-type, with aspartame, contains caffeine",N/A,Beverages
"Beverages, water, tap, municipal",N/A,Beverages
"Beverages, orange breakfast drink, ready-to-drink, with added nutrients",N/A,Beverages
"Beverages, PEPSICO QUAKER, Gatorade, G performance O 2, ready-to-drink.",N/A,Beverages
"Beverages, COCA-COLA, POWERADE, lemon-lime flavored, ready-to-drink",N/A,Beverages
"Beverages, Propel Zero, fruit-flavored, non-carbonated",N/A,Beverages
"Beverages, tea, herb, brewed, chamomile",N/A,Beverages
"Carbonated beverage, chocolate-flavored soda",N/A,Carbonated beverage
"Beverages, Wine, non-alcoholic",N/A,Beverages
"Water, bottled, generic",N/A,Water
"Beverages, chocolate-flavor beverage mix for milk, powder, with added nutrients",N/A,Beverages
"Beverages, Powerade Zero Ion4, calorie-free, assorted flavors",N/A,Beverages
"Water, non-carbonated, bottles, natural fruit flavors, sweetened with low calorie sweetener",N/A,Water
"Beverages, Water with added vitamins and minerals, bottles, sweetened, assorted fruit flavors",N/A,Beverages
"Beverages, Energy drink, AMP",N/A,Beverages
"Beverages, Energy drink, FULL THROTTLE",N/A,Beverages
"Beverages, Energy Drink, Monster, fortified with vitamins C, B2, B3, B6, B12",N/A,Beverages
"Beverages, Energy drink, AMP, sugar free",N/A,Beverages
"Beverages, Energy drink, ROCKSTAR",N/A,Beverages
"Beverages, Energy drink, ROCKSTAR, sugar free",N/A,Beverages
"Beverages, Vegetable and fruit juice drink, reduced calorie, with low-calorie sweetener, added vitamin C",N/A,Beverages
"Beverages, milk beverage, reduced fat, flavored and sweetened, Ready-to-drink,  added calcium, vitamin A and vitamin D",N/A,Beverages
"Beverages, vegetable and fruit juice blend, 100% juice, with added vitamins A, C, E",N/A,Beverages
"Beverages, fruit juice drink, reduced sugar, with vitamin E added",N/A,Beverages
"Water, with corn syrup and/or sugar and low calorie sweetener, fruit flavored",N/A,Water
"Beverages, rice milk, unsweetened",N/A,Beverages
"Beverages, Energy drink, VAULT, citrus flavor",N/A,Beverages
"Beverages, Energy drink, VAULT Zero, sugar-free, citrus flavor",N/A,Beverages
"Beverages, PEPSICO QUAKER, Gatorade G2, low calorie",N/A,Beverages
"Beverages, Fruit flavored drink, less than 3% juice, not fortified with vitamin C",N/A,Beverages
"Beverages, Fruit flavored drink containing less than 3% fruit juice, with high vitamin C",N/A,Beverages
"Beverages, fruit juice drink, greater than 3% fruit juice, high vitamin C and added thiamin",N/A,Beverages
"Beverages, tea, hibiscus, brewed",N/A,Beverages
"Beverages, fruit juice drink, greater than 3% juice, high vitamin C",N/A,Beverages
"Beverages, nutritional shake mix, high protein, powder",N/A,Beverages
"Fish, anchovy, european, canned in oil, drained solids",N/A,Fish
"Fish, carp, raw",N/A,Fish
"Fish, caviar, black and red, granular",N/A,Fish
"Fish, cod, Atlantic, cooked, dry heat",N/A,Fish
"Fish, cod, Atlantic, canned, solids and liquid",N/A,Fish
"Fish, cod, Atlantic, dried and salted",N/A,Fish
"Fish, cod, Pacific, raw (may have been previously frozen)",N/A,Fish
"Fish, croaker, Atlantic, raw",N/A,Fish
"Fish, eel, mixed species, raw",N/A,Fish
"Fish, fish sticks, frozen, prepared",N/A,Fish
"Fish, flatfish (flounder and sole species), raw",N/A,Fish
"Fish, haddock, raw",N/A,Fish
"Fish, haddock, smoked",N/A,Fish
"Fish, halibut, Atlantic and Pacific, raw",N/A,Fish
"Fish, herring, Atlantic, raw",N/A,Fish
"Fish, herring, Atlantic, cooked, dry heat",N/A,Fish
"Fish, herring, Atlantic, pickled",N/A,Fish
"Fish, herring, Atlantic, kippered",N/A,Fish
"Fish, mackerel, Atlantic, raw",N/A,Fish
"Fish, mackerel, jack, canned, drained solids",N/A,Fish
"Fish, mackerel, Pacific and jack, mixed species, raw",N/A,Fish
"Fish, mullet, striped, raw",N/A,Fish
"Fish, ocean perch, Atlantic, raw",N/A,Fish
"Fish, perch, mixed species, raw",N/A,Fish
"Fish, pike, northern, raw",N/A,Fish
"Fish, pollock, raw",N/A,Fish
"Fish, pompano, florida, raw",N/A,Fish
"Fish, roe, mixed species, raw",N/A,Fish
"Fish, salmon, chinook, smoked",N/A,Fish
"Fish, salmon, chum, canned, drained solids with bone",N/A,Fish
"Fish, salmon, pink, raw",N/A,Fish
"Fish, salmon, pink, canned, total can contents",N/A,Fish
"Fish, salmon, sockeye, raw",N/A,Fish
"Fish, salmon, sockeye, canned, drained solids",N/A,Fish
"Fish, sardine, Atlantic, canned in oil, drained solids with bone",N/A,Fish
"Fish, sardine, Pacific, canned in tomato sauce, drained solids with bone",N/A,Fish
"Fish, scup, raw",N/A,Fish
"Fish, sea bass, mixed species, raw",N/A,Fish
"Fish, shark, mixed species, raw",N/A,Fish
"Fish, snapper, mixed species, raw",N/A,Fish
"Fish, sturgeon, mixed species, raw",N/A,Fish
"Fish, sturgeon, mixed species, smoked",N/A,Fish
"Fish, swordfish, raw",N/A,Fish
"Fish, tuna, light, canned in oil, drained solids",N/A,Fish
"Fish, tuna, light, canned in water, drained solids",N/A,Fish
"Fish, tuna, fresh, yellowfin, raw",N/A,Fish
"Fish, whitefish, mixed species, raw",N/A,Fish
"Fish, whiting, mixed species, raw",N/A,Fish
"Crustaceans, crab, alaska king, imitation, made from surimi",N/A,Crustaceans
"Crustaceans, crab, blue, cooked, moist heat",N/A,Crustaceans
"Crustaceans, crab, blue, canned",N/A,Crustaceans
"Crustaceans, crayfish, mixed species, wild, raw",N/A,Crustaceans
"Crustaceans, crayfish, mixed species, wild, cooked, moist heat",N/A,Crustaceans
"Crustaceans, lobster, northern, raw",N/A,Crustaceans
"Crustaceans, lobster, northern, cooked, moist heat",N/A,Crustaceans
"Crustaceans, shrimp, mixed species, raw (may contain additives to retain moisture)",N/A,Crustaceans
"Crustaceans, shrimp, mixed species, cooked, moist heat (may contain additives to retain moisture)",N/A,Crustaceans
"Crustaceans, shrimp, mixed species, canned",N/A,Crustaceans
"Mollusks, abalone, mixed species, raw",N/A,Mollusks
"Mollusks, clam, mixed species, raw",N/A,Mollusks
"Mollusks, clam, mixed species, canned, drained solids",N/A,Mollusks
"Mollusks, clam, mixed species, canned, liquid",N/A,Mollusks
"Mollusks, mussel, blue, raw",N/A,Mollusks
"Mollusks, octopus, common, raw",N/A,Mollusks
"Mollusks, oyster, eastern, wild, raw",N/A,Mollusks
"Mollusks, oyster, eastern, canned",N/A,Mollusks
"Mollusks, scallop, mixed species, raw",N/A,Mollusks
"Mollusks, squid, mixed species, raw",N/A,Mollusks
"Fish, cod, Pacific, cooked, dry heat (may contain additives to retain moisture)",N/A,Fish
"Fish, mackerel, Pacific and jack, mixed species, cooked, dry heat",N/A,Fish
"Mollusks, octopus, common, cooked, moist heat",N/A,Mollusks
"Fish, catfish, channel, farmed, raw",N/A,Fish
"Fish, trout, rainbow, farmed, raw",N/A,Fish
"Fish, tilapia, raw",N/A,Fish
"Beans, baked, canned, plain or vegetarian",N/A,Beans
"Beans, baked, canned, with pork and sweet sauce",N/A,Beans
"Beans, black, mature seeds, raw",N/A,Beans
"Beans, black, mature seeds, cooked, boiled, without salt",N/A,Beans
"Beans, black turtle, mature seeds, cooked, boiled, without salt",N/A,Beans
"Beans, black turtle, mature seeds, canned",N/A,Beans
"Beans, great northern, mature seeds, canned",N/A,Beans
"Beans, kidney, all types, mature seeds, cooked, boiled, without salt",N/A,Beans
"Beans, kidney, red, mature seeds, cooked, boiled, without salt",N/A,Beans
"Beans, kidney, red, mature seeds, canned, solids and liquids",N/A,Beans
"Beans, pink, mature seeds, cooked, boiled, without salt",N/A,Beans
"Beans, pinto, mature seeds, raw (Includes foods for USDA's Food Distribution Program)",N/A,Beans
"Beans, pinto, mature seeds, cooked, boiled, without salt",N/A,Beans
"Beans, yellow, mature seeds, cooked, boiled, without salt",N/A,Beans
"Beans, white, mature seeds, cooked, boiled, without salt",N/A,Beans
"Broadbeans (fava beans), mature seeds, cooked, boiled, without salt",N/A,Broadbeans (fava beans)
"Chickpeas (garbanzo beans, bengal gram), mature seeds, raw",N/A,Chickpeas (garbanzo beans
"Chickpeas (garbanzo beans, bengal gram), mature seeds, cooked, boiled, without salt",N/A,Chickpeas (garbanzo beans
"Chili with beans, canned",N/A,Chili with beans
"Cowpeas, common (blackeyes, crowder, southern), mature seeds, cooked, boiled, without salt",N/A,Cowpeas
"Lentils, raw",N/A,Lentils
"Lentils, mature seeds, cooked, boiled, without salt",N/A,Lentils
"Lima beans, large, mature seeds, cooked, boiled, without salt",N/A,Lima beans
"Mung beans, mature seeds, cooked, boiled, without salt",N/A,Mung beans
"Noodles, chinese, cellophane or long rice (mung beans), dehydrated",N/A,Noodles
"Peas, split, mature seeds, cooked, boiled, without salt",N/A,Peas
"Peanuts, all types, raw",N/A,Peanuts
"Peanuts, all types, cooked, boiled, with salt",N/A,Peanuts
"Peanuts, all types, oil-roasted, with salt",N/A,Peanuts
"Peanuts, all types, dry-roasted, with salt",N/A,Peanuts
"Peanut butter, smooth style, with salt (Includes foods for USDA's Food Distribution Program)",N/A,Peanut butter
"Peanut flour, defatted",N/A,Peanut flour
"Refried beans, canned, traditional style",N/A,Refried beans
"Bacon, meatless",N/A,Bacon
"Sausage, meatless",N/A,Sausage
"Soybeans, mature cooked, boiled, without salt",N/A,Soybeans
"Soybeans, mature seeds, roasted, salted",N/A,Soybeans
Miso,N/A,Miso
Natto,N/A,Natto
"Soy flour, full-fat, raw",N/A,Soy flour
"Soy flour, defatted",N/A,Soy flour
Soy protein isolate,N/A,Soy protein isolate
Soy sauce made from soy and wheat (shoyu),N/A,Soy sauce made from soy and wheat (shoyu)
"Tofu, soft, prepared with calcium sulfate and magnesium chloride (nigari)",N/A,Tofu
"Tofu, fried",N/A,Tofu
"Soymilk, original and vanilla, with added calcium, vitamins A and D",N/A,Soymilk
"Veggie burgers or soyburgers, unprepared",N/A,Veggie burgers or soyburgers
"Peanut spread, reduced sugar",N/A,Peanut spread
"Peanut butter, smooth, reduced fat",N/A,Peanut butter
"Peanut butter, smooth, vitamin and mineral fortified",N/A,Peanut butter
"Soymilk, chocolate, with added calcium, vitamins A and D",N/A,Soymilk
"Soymilk, original and vanilla, light, with added calcium, vitamins A and D",N/A,Soymilk
"Soymilk, chocolate and other flavors, light, with added calcium, vitamins A and D",N/A,Soymilk
"Soymilk (all flavors), nonfat, with added calcium, vitamins A and D",N/A,Soymilk (all flavors)
"Beans, black, mature seeds, canned, low sodium",N/A,Beans
"Beans, great northern, mature seeds, canned, low sodium",N/A,Beans
"Beans, kidney, red, mature seeds, canned, solids and liquid, low sodium",N/A,Beans
"Beans, pinto, mature seeds, canned, solids and liquids, low sodium",N/A,Beans
"Chickpeas (garbanzo beans, bengal gram), mature seeds, canned, solids and liquids, low sodium",N/A,Chickpeas (garbanzo beans
"Peanuts, all types, oil-roasted, without salt",N/A,Peanuts
"Peanuts, all types, dry-roasted, without salt",N/A,Peanuts
"Peanut butter, smooth style, without salt",N/A,Peanut butter
"Refried beans, canned, traditional, reduced sodium",N/A,Refried beans
"Soy sauce made from soy and wheat (shoyu), low sodium",N/A,Soy sauce made from soy and wheat (shoyu)
"Lamb, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/4"" fat, choice, cooked",N/A,Lamb
"Lamb, foreshank, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, braised",N/A,Lamb
"Lamb, leg, whole (shank and sirloin), separable lean and fat, trimmed to 1/4"" fat, choice, cooked, roasted",N/A,Lamb
"Lamb, leg, whole (shank and sirloin), separable lean only, trimmed to 1/4"" fat, choice, cooked, roasted",N/A,Lamb
"Lamb, loin, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, broiled",N/A,Lamb
"Lamb, loin, separable lean only, trimmed to 1/4"" fat, choice, cooked, broiled",N/A,Lamb
"Lamb, rib, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, broiled",N/A,Lamb
"Lamb, rib, separable lean only, trimmed to 1/4"" fat, choice, cooked, broiled",N/A,Lamb
"Lamb, shoulder, whole (arm and blade), separable lean and fat, trimmed to 1/4"" fat, choice, raw",N/A,Lamb
"Lamb, shoulder, whole (arm and blade), separable lean and fat, trimmed to 1/4"" fat, choice, cooked, roasted",N/A,Lamb
"Lamb, shoulder, whole (arm and blade), separable lean only, trimmed to 1/4"" fat, choice, raw",N/A,Lamb
"Lamb, shoulder, whole (arm and blade), separable lean only, trimmed to 1/4"" fat, choice, cooked, roasted",N/A,Lamb
"Lamb, cubed for stew or kabob (leg and shoulder), separable lean only, trimmed to 1/4"" fat, cooked, braised",N/A,Lamb
"Veal, composite of trimmed retail cuts, separable lean and fat, cooked",N/A,Veal
"Veal, composite of trimmed retail cuts, separable lean only, cooked",N/A,Veal
"Veal, leg (top round), separable lean and fat, raw",N/A,Veal
"Veal, leg (top round), separable lean and fat, cooked, braised",N/A,Veal
"Veal, leg (top round), separable lean and fat, cooked, pan-fried, breaded",N/A,Veal
"Veal, leg (top round), separable lean and fat, cooked, pan-fried, not breaded",N/A,Veal
"Veal, leg (top round), separable lean and fat, cooked, roasted",N/A,Veal
"Veal, leg (top round), separable lean only, cooked, pan-fried, breaded",N/A,Veal
"Veal, leg (top round), separable lean only, cooked, pan-fried, not breaded",N/A,Veal
"Veal, loin, separable lean and fat, raw",N/A,Veal
"Veal, loin, separable lean and fat, cooked, roasted",N/A,Veal
"Veal, loin, separable lean only, cooked, roasted",N/A,Veal
"Veal, shoulder, whole (arm and blade), separable lean and fat, raw",N/A,Veal
"Veal, sirloin, separable lean and fat, raw",N/A,Veal
"Veal, sirloin, separable lean and fat, cooked, roasted",N/A,Veal
"Veal, ground, cooked, broiled",N/A,Veal
"Game meat, bear, cooked, simmered",N/A,Game meat
"Game meat, beaver, cooked, roasted",N/A,Game meat
"Game meat, bison, separable lean only, cooked, roasted",N/A,Game meat
"Game meat, boar, wild, cooked, roasted",N/A,Game meat
"Game meat, caribou, cooked, roasted",N/A,Game meat
"Game meat, goat, cooked, roasted",N/A,Game meat
"Game meat, moose, cooked, roasted",N/A,Game meat
"Game meat, opossum, cooked, roasted",N/A,Game meat
"Game meat, rabbit, domesticated, composite of cuts, cooked, stewed",N/A,Game meat
"Game meat, rabbit, wild, cooked, stewed",N/A,Game meat
"Game meat, raccoon, cooked, roasted",N/A,Game meat
"Game meat, squirrel, cooked, roasted",N/A,Game meat
"Veal, variety meats and by-products, thymus, cooked, braised",N/A,Veal
"Lamb, ground, raw",N/A,Lamb
"Lamb, ground, cooked, broiled",N/A,Lamb
"Game meat, deer, ground, raw",N/A,Game meat
"Game meat, deer, ground, cooked, pan-broiled",N/A,Game meat
"Game meat, deer, loin, separable lean only, 1"" steak, cooked, broiled",N/A,Game meat
"Game meat, deer, shoulder clod, separable lean only, cooked, braised",N/A,Game meat
"Bagels, plain, enriched, with calcium propionate (includes onion, poppy, sesame)",N/A,Bagels
"Biscuits, plain or buttermilk, dry mix",N/A,Biscuits
"Biscuits, plain or buttermilk, refrigerated dough, higher fat, baked",N/A,Biscuits
"Bread, cornbread, dry mix, enriched (includes corn muffin mix)",N/A,Bread
"Bread, cornbread, dry mix, prepared with 2% milk, 80% margarine, and eggs",N/A,Bread
"Bread, egg",N/A,Bread
"Bread, french or vienna (includes sourdough)",N/A,Bread
"Bread, Italian",N/A,Bread
"Bread, oatmeal",N/A,Bread
"Bread, pita, white, enriched",N/A,Bread
"Bread, pita, whole-wheat",N/A,Bread
"Bread, protein (includes gluten)",N/A,Bread
